area_sqft,bedrooms,bathrooms,floors,age_years,location_score,price
389,5,4,3,43,6.88,5728061
2009,4,2,1,16,5.3,14050323
2469,4,1,2,2,6.81,16324508
4538,1,1,3,30,2.22,23584269
3341,5,1,1,20,2.87,19488425
405,1,4,3,32,9.35,6035190
1186,1,2,2,0,9.3,11386859
727,3,4,2,5,7.51,8908964
2195,1,2,2,3,3.94,13792416
616,2,4,2,21,6.84,6752132
934,4,4,1,12,7.19,10233464
2225,1,3,2,43,5.64,12872174
2356,2,4,1,29,7.74,15048079
3444,5,2,1,39,1.27,17695336
2570,4,4,3,25,3.31,15118054
1739,5,3,2,38,8.15,12229582
852,2,3,3,38,9.45,8061832
1015,5,2,3,6,8.88,11112265
4211,5,3,3,13,7.45,26280232
2013,5,3,3,25,2.49,12443449
3689,1,1,3,17,4.32,20500571
1407,1,2,2,23,1.45,8300358
4506,1,3,3,24,6.76,26397800
550,4,3,1,49,5.05,5619353
2730,2,3,1,31,6.16,16433899
2354,1,2,2,5,9.81,17603791
758,5,1,1,15,4.62,7311711
507,5,4,3,2,3.76,7907945
1199,5,1,1,20,2.36,8583133
3761,5,2,3,31,2.29,21043000
3685,3,2,2,1,5.67,21747877
321,4,2,1,46,7.74,4576594
709,2,4,1,19,6.08,6671631
1194,2,2,1,10,8.86,10480887
814,1,1,2,17,3.84,6683137
4409,3,3,2,10,6.36,26601386
2434,2,3,1,34,6.95,15602146
3895,4,2,2,35,3.53,21823028
3256,5,2,3,37,4.57,18626240
1860,1,4,2,11,6.32,14142861
1566,4,3,1,30,1.19,9169888
2469,2,4,3,35,8.98,17056662
3938,3,4,1,29,2.0,22205121
1049,1,4,1,43,1.43,4736847
3727,2,4,1,3,2.94,21664942
2227,1,1,2,1,5.52,14941983
4104,2,2,1,43,3.96,21463985
4002,5,2,3,12,4.96,25612592
2656,3,4,3,25,1.76,15517603
2635,5,4,3,28,3.1,16574721
606,2,1,1,47,1.88,3799642
3965,4,4,3,35,3.07,21562762
2289,5,1,3,27,7.33,15456701
961,4,1,3,7,6.18,8797615
4944,2,4,3,4,4.01,28690167
611,3,2,2,31,3.35,5763259
3220,4,1,1,29,9.98,20168940
1382,2,2,1,13,7.91,10368517
3271,4,2,3,46,8.4,20054708
1054,5,1,1,42,1.24,6695746
4430,2,3,3,9,1.54,24071637
4840,5,1,3,9,7.41,28856955
652,1,3,3,5,2.73,6743397
1202,2,1,1,15,4.83,8545298
4188,4,1,2,25,2.66,23271535
458,1,2,1,20,2.59,4366575
2277,5,2,1,35,1.98,13235673
1256,5,4,2,40,6.35,9937298
2371,4,2,1,41,7.65,14630602
703,1,2,2,29,1.51,3903204
4911,3,2,3,4,3.48,28171966
3079,4,2,2,9,6.93,20738782
1687,5,4,3,47,4.53,10907419
3753,2,2,2,30,7.34,21705743
1255,1,3,3,10,7.83,10999183
2012,3,3,1,37,1.29,10494254
1573,2,4,2,6,4.43,11757134
4111,1,2,1,11,7.56,23950932
2925,4,3,3,44,4.41,17069005
2682,4,1,2,48,1.05,13470067
1741,1,3,2,40,4.03,10073982
3279,3,2,2,7,8.85,22088016
2097,1,3,1,27,9.57,14465468
4690,2,1,3,15,6.04,27068137
4309,2,3,1,2,3.76,24453000
1694,4,2,2,36,5.19,10872164
4581,1,1,3,31,3.13,23508793
1569,4,4,3,20,2.51,10767768
4014,3,1,1,44,5.44,21942320
829,2,3,1,17,7.63,8390091
3923,5,4,2,47,3.0,22413440
3258,5,1,2,45,9.19,20453980
3214,1,1,2,10,2.51,17657764
3891,1,1,2,49,6.03,21880325
2447,5,2,3,7,7.99,17537886
4873,1,4,2,11,2.92,26983062
3669,2,4,2,1,3.67,22518579
1239,3,1,2,40,1.46,6957913
825,3,4,1,21,9.5,8181076
301,4,3,1,8,5.38,6045780
674,2,3,1,13,1.58,4927447
2640,1,1,2,14,8.47,16807313
4305,1,3,3,10,6.12,24483210
3352,4,1,2,12,1.5,19037399
4948,4,3,1,27,5.06,27637687
2665,1,1,1,24,4.91,15409810
1825,1,1,2,36,2.31,9110073
4776,2,4,3,5,4.78,29679150
1946,4,4,3,36,3.55,12096195
313,2,1,3,32,7.3,5215399
4899,1,4,1,24,1.05,26035601
2578,5,4,1,49,1.96,14661151
3455,5,2,3,22,9.27,22304201
429,1,3,2,7,4.9,6414954
4114,4,4,3,16,2.59,23896303
3516,5,1,2,30,8.14,22034977
3238,4,2,1,25,8.66,20614346
4228,5,2,1,10,2.9,24353349
2340,4,4,1,29,7.42,15892523
327,5,1,3,10,6.54,5632343
2413,4,1,3,2,7.71,17527872
1552,2,1,1,39,8.09,10895710
4656,4,1,1,39,6.95,25874005
2346,2,1,1,20,9.61,15972038
4855,2,3,3,34,8.78,27385962
4323,1,1,3,27,3.06,23493709
4696,2,1,1,21,9.22,28347582
3674,3,3,3,41,4.24,20575359
3766,2,4,3,45,7.54,22122442
3381,4,2,3,17,8.63,22204120
4078,2,3,3,22,4.93,23786337
929,4,2,1,25,1.46,6354555
569,4,2,1,34,9.55,7726697
2939,3,3,3,28,1.65,16748568
2293,2,1,1,45,4.13,12701885
3191,2,2,1,10,6.37,19844977
3732,5,1,1,41,2.06,20142520
1580,5,4,2,45,8.54,11783720
2660,1,3,1,0,2.83,15025449
875,4,2,1,15,9.87,9782885
1607,3,1,3,24,9.25,13514856
3492,5,2,3,37,6.44,21367473
3478,2,4,2,17,6.94,21884311
3034,1,4,2,15,5.8,18136263
2512,3,2,1,18,4.52,15642168
2652,2,3,1,15,4.17,15481034
3868,2,4,3,4,9.02,25089907
1955,4,1,1,26,6.19,12869911
1879,4,4,1,43,8.41,13491553
2503,5,1,1,5,5.63,16883396
1690,5,2,1,33,3.76,11300960
2042,2,1,1,15,1.83,12156766
2225,2,2,1,22,3.91,13853295
919,5,4,1,42,8.92,10523776
1574,5,3,1,43,7.41,11055593
1256,2,4,3,31,8.07,10104654
2239,3,4,2,42,7.96,14588487
4253,2,4,1,22,2.08,22078062
2681,3,4,3,19,2.43,16218403
1268,3,3,1,18,3.86,9085694
1616,2,4,1,28,3.71,10790977
1343,1,1,2,7,1.59,8757906
581,5,3,3,28,2.38,5730386
3144,4,3,1,17,8.71,20939573
1358,2,1,2,4,6.3,10430238
4593,3,2,2,11,4.08,26245542
2832,2,4,1,9,5.74,18247070
4128,5,3,1,46,3.35,22416742
1308,3,4,3,36,6.25,9880282
1529,4,4,3,16,1.67,10533894
1335,4,1,1,31,9.12,10928420
4885,4,1,1,3,3.16,28039427
575,1,1,2,30,8.37,4714835
3040,3,4,3,25,6.94,19516080
2589,3,3,1,11,5.71,16960143
1539,1,3,1,17,9.37,12567557
425,3,2,3,7,2.41,4938144
4365,1,4,1,31,2.07,21805317
4612,2,2,2,19,3.9,24561495
4168,5,2,2,48,8.47,23487907
1508,4,2,1,39,1.32,8875288
3549,1,2,3,12,3.15,19336212
1218,1,2,2,22,4.82,9077900
4223,1,4,3,2,7.42,25847434
4703,2,1,3,34,3.69,24934082
2269,1,2,3,38,5.03,13978689
3093,5,3,2,49,4.03,17667925
1191,5,4,2,20,1.83,8104503
4770,4,2,1,6,7.65,28920574
2333,2,3,3,25,5.15,15104915
1664,5,2,2,22,8.31,12977489
428,3,1,2,31,7.25,6301534
1314,3,4,1,1,1.52,8853622
2099,3,1,2,38,5.5,11640963
4912,1,3,2,1,9.92,31049513
1818,1,2,2,38,3.77,9773135
4481,3,1,1,45,5.44,23593848
1498,4,1,1,14,6.87,11337126
4173,4,2,3,15,2.82,23306363
2774,1,4,2,25,7.32,17897632
3785,3,3,1,7,6.94,23268569
4349,4,4,1,15,4.37,24798214
4019,1,3,1,20,3.56,21932102
602,3,3,3,38,9.27,6814677
4252,2,1,3,10,2.14,23346187
4983,3,2,3,23,4.89,27493809
1286,3,4,3,35,7.9,10392639
2163,5,1,3,17,2.33,13461789
4740,5,1,2,22,9.4,29792495
3372,2,1,2,12,5.74,20745000
3424,2,4,1,48,5.54,19072360
1627,3,1,3,43,4.82,9810271
2708,4,2,3,49,8.81,17004803
3973,2,1,1,41,9.54,23145178
3591,3,1,2,38,4.42,19303267
4333,1,3,3,43,5.88,23529138
1003,5,1,3,43,3.84,6925949
874,4,4,3,44,4.31,6833588
3532,3,4,2,0,1.26,20743268
2932,1,2,2,6,8.07,19451575
4128,5,4,3,47,9.72,25889368
3530,1,4,3,47,7.93,20793494
788,3,1,1,20,5.66,7826153
1647,2,2,1,15,8.45,12843837
3981,5,4,2,47,8.72,24115380
3473,1,2,1,13,5.9,20383770
4889,2,2,3,42,9.43,28522283
1967,4,3,2,42,1.27,10720280
1937,3,3,1,1,1.09,12424411
4414,3,1,2,30,1.73,23414825
3853,5,4,3,38,1.52,19987498
1300,1,1,1,8,4.82,8431620
1150,4,1,1,40,9.46,10020442
1688,5,2,1,13,7.08,13395033
4012,5,2,3,9,6.94,23856161
1667,1,2,2,47,4.46,7913760
1121,4,1,1,23,5.8,9551273
754,1,4,2,49,3.74,5040439
1924,3,1,2,32,5.66,12873617
3072,2,1,2,33,7.72,17914569
4026,3,1,3,19,6.03,23335657
3447,3,3,3,27,4.77,21152973
4389,5,3,1,3,8.6,28191136
2490,3,4,1,33,3.59,14628137
1216,4,3,2,3,5.33,10581977
4286,3,1,2,5,9.8,26136007
3175,4,3,2,21,9.71,21874239
1740,1,3,3,3,1.06,9835728
4700,5,1,3,49,5.79,26344307
1035,4,4,1,4,4.03,9278593
3868,3,3,2,10,3.62,22736067
3638,5,1,2,44,6.37,20743194
3315,5,1,3,34,5.02,20262866
3189,4,1,1,18,7.6,19845797
1261,4,2,2,10,1.24,8689537
3289,2,1,2,10,9.34,21287740
4148,2,3,1,26,6.11,23568174
1326,5,3,2,1,7.16,12547295
4165,2,1,3,46,6.44,23211890
3163,3,2,1,7,9.9,21320001
2801,1,2,2,33,9.88,18121186
2247,5,2,2,39,6.49,14902104
1477,1,3,3,19,7.16,11347741
311,2,2,3,22,6.57,5786719
4699,4,4,3,14,3.8,28073890
3664,5,4,2,47,2.73,19962869
3322,2,2,2,12,4.62,19507995
3671,3,4,2,30,7.14,22557502
3130,5,1,1,48,1.5,16167903
342,5,2,3,45,5.63,4717276
1243,4,2,1,13,4.68,9101019
2690,5,2,3,0,5.75,18463801
2845,4,1,2,26,8.74,18662457
2711,2,1,1,32,1.43,13519999
1304,3,2,1,34,7.87,9091769
320,3,3,3,14,7.0,6787971
706,5,3,1,4,2.83,6440536
1314,5,4,1,36,7.61,11544840
4731,2,1,2,3,5.47,27857927
2138,4,4,3,45,5.33,13676389
3488,3,4,1,19,5.35,21205678
1014,4,2,2,38,9.54,9759460
4446,2,3,1,21,9.5,26621770
4154,3,4,2,23,9.22,25622136
4719,3,2,1,46,8.98,26740291
440,1,1,2,10,1.34,3708672
4865,2,4,2,45,4.61,25784950
1263,2,3,3,5,9.05,11581195
672,1,1,2,26,7.8,7481232
3935,4,2,1,9,5.11,23674301
2841,1,1,2,38,7.96,16207833
3910,2,4,2,9,2.87,22876459
1992,4,1,1,45,6.4,12178671
405,3,1,1,25,5.8,4543254
1981,1,1,2,36,6.16,13089791
4397,4,3,1,32,7.5,25872292
4316,4,4,2,7,9.55,27448692
2936,4,2,2,48,3.38,15741445
2437,1,3,2,27,7.82,15737272
3716,3,4,1,47,6.81,21374880
4745,4,2,3,35,7.26,27662456
3830,1,2,3,39,4.86,19939429
1586,2,2,2,24,9.5,11772089
3479,1,4,2,35,5.32,19579233
3954,1,2,1,12,2.09,21089773
2659,1,2,3,6,7.13,16958421
744,4,3,3,0,2.16,7518830
335,1,2,3,8,3.9,4713248
1775,2,1,1,27,3.05,11055124
4257,4,3,1,35,5.85,24677322
2098,2,3,1,45,4.13,11982373
2145,5,4,2,29,2.44,13264196
1708,1,2,1,8,8.12,14095301
2008,4,1,2,29,5.22,12710620
3238,4,1,2,34,5.09,18554441
1600,1,2,2,46,8.98,11276313
1543,3,2,2,26,5.85,10054255
4276,3,4,1,28,7.39,25246249
3397,2,1,1,4,3.95,19865992
4916,1,3,3,0,6.05,28648048
309,1,4,3,42,7.54,5035569
2725,5,4,2,4,3.67,18239561
1960,3,3,3,28,7.2,13877882
2931,3,4,3,16,6.12,18986581
1372,1,2,3,48,4.91,7894865
3525,2,3,2,36,7.42,19754509
1616,1,3,3,23,3.85,10591178
4445,2,1,1,26,7.43,25826533
3983,3,3,2,8,5.96,24195516
3573,5,4,1,37,3.21,19501452
445,4,1,2,12,7.01,6381705
3340,3,4,1,25,8.96,21145986
1762,2,2,3,10,3.79,11546502
4976,1,2,2,23,8.31,28804296
1884,3,1,1,32,4.03,10527421
782,5,1,2,48,8.39,7269198
3479,2,4,1,5,1.46,19699307
1549,1,2,3,34,1.06,8874978
930,4,1,2,15,2.02,7106127
961,2,2,2,12,8.87,9332885
3803,1,2,1,43,5.8,21229627
3152,4,2,1,10,6.35,19446802
2766,1,4,3,22,8.58,17876133
1287,4,4,1,1,1.46,8709775
1846,4,2,1,29,4.48,12612982
949,4,2,1,18,6.79,8918083
1268,1,2,3,39,4.64,7790662
2937,4,3,3,44,1.29,16370616
1400,2,3,2,45,6.86,9204067
740,5,4,3,46,4.52,6234526
1069,5,2,1,48,1.17,6509668
1643,4,3,2,14,2.53,10838521
4658,5,1,3,41,2.96,24830968
4029,5,1,3,32,5.6,23468493
4206,4,2,1,43,2.68,22372336
1877,4,3,1,40,4.25,11903226
4308,2,1,3,4,7.76,26087529
3651,3,4,2,21,8.27,22175408
2649,1,1,1,26,8.16,16535889
3902,4,4,3,46,7.26,23165795
1541,4,1,3,34,5.88,10795164
1425,5,1,1,18,5.96,10581111
2901,2,3,2,38,9.58,17498282
1490,5,1,2,6,8.9,13194114
4431,4,1,2,38,6.85,24721192
4748,4,4,1,33,5.22,27106508
372,5,4,1,33,7.56,6558254
2214,4,1,1,26,1.56,11673995
2772,3,2,2,43,9.5,17259266
3346,1,1,2,4,5.93,21054346
1007,1,1,1,3,5.53,8024733
2104,1,3,1,6,3.62,13316578
4013,3,1,1,47,1.03,20316414
2864,4,1,2,2,1.55,17151442
2775,5,4,3,20,3.37,18017771
3910,2,4,3,33,5.87,23065967
4555,4,4,2,48,1.75,24540297
3123,3,4,1,8,9.75,21551778
2035,3,1,1,19,4.7,12653744
1885,1,2,1,39,3.85,9706738
366,4,3,1,11,5.73,6231969
3361,1,3,2,38,1.58,17859854
2728,2,2,3,45,8.65,16429727
4453,1,2,3,27,5.14,24306335
641,2,3,2,47,2.61,3719207
3074,3,1,1,32,2.46,16052814
3117,1,3,3,9,4.25,18759664
2961,1,2,2,10,6.16,18017013
1532,5,1,1,6,4.75,11014681
4174,3,3,3,17,6.37,24603486
2701,5,1,2,18,7.35,18765788
1794,2,1,3,13,7.74,13222378
4511,2,2,3,16,4.61,26273848
961,3,4,2,22,7.45,8914479
4183,2,3,2,18,2.27,22198925
3919,3,2,3,44,5.62,21756372
2168,2,3,3,2,1.65,14372136
2634,4,4,2,33,3.2,14437821
3674,1,4,1,24,6.25,20548668
1316,4,4,1,40,7.66,10145658
4706,3,4,1,30,1.86,25652147
507,3,3,1,38,2.86,3408196
2965,4,1,2,13,9.93,20432654
2793,1,1,1,36,4.04,14901945
932,1,4,3,46,3.56,6431506
2402,5,4,1,19,1.77,15875215
3259,2,1,2,31,7.25,18851400
3383,5,2,1,32,5.57,19914889
2231,1,4,1,30,2.42,12339392
4019,4,1,2,6,6.7,24265569
2862,2,2,1,4,5.73,18937864
1979,4,1,2,3,6.08,13819198
536,5,2,1,10,9.95,9338296
4743,3,3,2,18,1.26,25404956
1840,4,2,1,37,9.23,13261175
4243,5,4,3,19,8.58,27007845
663,5,2,3,26,4.74,6520263
2668,5,2,2,28,8.93,18601369
585,3,4,2,17,6.84,7525026
448,3,3,2,36,9.0,7105808
4337,3,2,3,46,6.35,24494111
4851,2,3,2,24,2.95,25635721
2066,3,1,1,19,6.19,13529715
1312,3,1,2,5,2.61,10044587
3131,3,4,2,35,2.27,17028233
2807,4,3,1,48,6.89,17583902
1823,3,4,1,14,9.53,14937918
3085,2,4,3,17,6.3,19846771
2856,5,2,1,37,8.16,17174884
4025,4,1,1,24,2.52,22193326
4876,1,4,2,19,6.89,29125514
1901,3,2,3,21,7.6,13309565
2708,5,2,1,11,1.37,16883494
640,5,3,3,40,1.87,5090310
3117,4,1,1,39,8.03,18494751
2796,1,3,3,46,4.96,15371314
2025,2,3,1,32,4.65,11381069
1989,5,4,2,28,9.28,15376826
3567,5,3,3,1,9.93,25013024
4706,5,4,3,25,7.88,29864426
561,5,3,1,31,8.13,7450081
1742,4,2,3,2,2.87,13023448
705,1,1,1,29,2.73,3817537
2490,5,1,3,18,9.83,18041026
4737,2,1,3,9,7.26,28048135
543,2,2,2,24,7.18,5756302
4885,3,2,2,45,3.58,25598234
4407,5,3,3,18,8.98,28262994
860,5,3,2,42,1.4,6876119
4437,5,3,3,20,3.47,26033507
3025,5,3,1,5,2.62,18319188
893,5,1,3,13,7.4,9406762
2126,2,3,3,7,7.44,14881952
3529,1,2,2,1,5.81,21547722
3587,1,2,2,17,1.05,19749049
4373,3,2,1,21,8.86,26459778
433,2,4,1,29,9.6,6600236
3438,5,4,1,35,2.82,19484113
4219,1,4,3,27,8.58,25323790
372,4,3,1,34,9.76,7347347
4794,4,1,1,1,3.94,27931156
4525,4,1,2,35,2.67,23626982
3278,5,3,2,17,9.8,22063442
4661,5,3,1,42,1.54,25182500
2285,3,4,1,8,3.48,14970900
1092,3,2,3,27,7.68,8516806
4559,3,2,3,7,6.56,27846790
394,4,4,2,7,7.16,7072566
1433,5,4,1,4,7.37,12511289
537,4,1,1,12,7.18,7528736
3246,3,4,1,6,4.08,20402687
2830,5,2,1,20,3.8,17165800
2260,2,2,1,28,4.86,13712756
1348,1,3,3,36,8.27,9794581
2829,1,1,3,44,9.44,16800778
3264,3,3,1,47,5.1,17981763
1263,4,1,3,13,1.77,8548465
836,2,3,3,36,9.44,8007177
4523,5,1,1,3,1.72,25943472
3979,4,4,3,21,2.43,22818920
4487,3,2,1,10,8.81,26928626
4024,4,4,3,33,5.96,23489356
842,3,1,1,44,4.17,4817730
1145,1,1,1,15,9.38,9839063
3903,1,3,3,8,9.64,25544590
3336,4,1,3,15,3.98,20019951
2794,2,4,2,38,8.82,17849451
4785,5,1,1,15,7.11,27630134
3019,3,1,1,30,3.47,17417374
2184,5,3,1,30,9.47,15981046
4438,1,1,1,12,1.57,23419827
4649,2,3,3,4,3.86,26164822
3501,2,2,3,46,4.57,18922682
3010,5,3,2,38,7.22,18480430
2253,1,1,1,17,1.35,11766192
4150,5,2,2,19,9.01,25252913
989,4,1,2,1,6.93,8894814
2250,2,3,2,39,3.48,13771374
756,2,4,2,29,6.93,7402033
2430,4,2,2,9,5.83,17004604
4276,1,4,3,41,4.03,22848093
4544,2,4,3,10,1.26,24985376
1479,3,2,2,28,5.96,9949880
4585,3,4,3,39,1.74,24625603
3865,1,4,3,15,8.29,24314291
1182,4,4,2,47,1.8,7341825
699,5,4,3,27,4.86,7340286
908,1,2,3,16,4.91,7503258
1938,5,1,1,37,6.01,12377456
2448,1,4,2,49,1.36,12753353
1682,3,2,1,48,2.83,8410081
1703,4,2,1,43,2.8,9336530
1119,3,2,2,14,6.39,9439374
3592,4,2,1,30,3.37,19427102
1119,5,3,1,6,2.3,8197926
719,1,1,3,45,1.17,3153041
4519,2,1,1,29,8.56,25800888
4817,2,4,2,35,9.74,28351140
3602,4,2,3,48,7.33,21098511
1808,4,3,3,25,4.71,12726929
1067,3,2,3,10,2.1,7974723
2344,2,4,2,5,5.28,16653597
2439,3,1,2,41,5.12,14190570
3329,5,4,2,28,4.78,21030330
1849,2,4,1,27,4.4,12230023
2064,5,4,1,14,5.47,15330592
2945,1,4,3,28,1.66,15263545
4016,3,4,3,5,1.34,23112604
4905,4,4,2,47,1.58,25795915
4781,2,4,2,11,2.8,26529567
2593,3,1,1,15,3.5,15444315
3008,4,1,1,45,2.53,15344157
1200,1,2,2,37,3.27,7676400
3384,2,2,2,8,2.67,19394103
2309,5,3,1,21,2.36,14392677
541,1,3,3,32,3.64,4014506
2685,4,1,3,25,4.58,17142678
4568,2,1,1,39,7.7,25833352
971,2,3,1,6,9.6,10767583
463,1,1,3,45,9.27,6235840
764,2,3,1,31,5.28,6126101
3342,4,2,3,39,5.15,19668270
4892,1,1,3,42,2.13,24923252
2742,5,1,1,23,9.75,18531142
2655,1,3,2,40,7.84,16303568
4578,1,4,2,38,8.63,25945223
2857,5,4,2,37,3.11,16766274
845,4,2,2,49,4.61,5210847
4135,3,1,2,36,1.92,21149965
893,3,1,2,18,9.47,8337536
4104,5,3,2,42,3.57,23505871
1759,4,4,1,4,6.36,14121501
3793,2,4,1,29,2.37,20278811
2901,5,2,2,24,8.23,18920730
2744,3,4,1,29,2.68,16268278
2972,4,4,3,24,8.28,20811370
4500,1,4,2,8,4.62,26242032
316,4,3,3,26,6.2,6174194
3491,4,4,1,23,3.43,20322325
692,3,2,2,39,8.94,6146931
724,3,4,3,42,7.84,7253426
871,2,2,1,37,4.19,5895435
3931,2,3,2,14,6.27,23994666
1420,5,3,2,37,2.16,8822237
541,1,2,3,25,2.44,3504270
4197,2,3,3,29,5.8,23112680
4395,3,1,3,10,6.77,26563004
2579,4,1,1,28,6.02,15803679
1088,5,1,3,14,6.03,9247798
1014,2,1,3,43,7.68,8052842
3149,4,1,3,8,9.12,21740420
1075,4,3,2,41,4.49,7620530
4326,2,2,3,28,5.83,25014959
2547,1,3,3,14,9.04,17826676
378,1,4,1,16,5.18,4841340
4226,5,1,1,15,5.01,24626075
1155,1,1,3,21,7.9,9167348
2448,5,3,1,39,8.9,16599998
1331,3,4,1,48,7.64,10409973
3571,2,3,1,42,1.9,18958471
3876,4,2,2,10,5.18,23610244
4482,5,1,3,37,2.91,25284397
3756,1,3,3,24,3.86,21545144
3806,5,2,3,29,5.22,22441503
707,5,1,1,1,2.99,7316983
3011,1,1,1,0,5.64,19141435
3388,1,1,1,37,6.79,19000333
1968,2,4,2,36,8.87,13684214
447,4,3,1,8,2.9,6356617
4627,2,1,2,4,3.8,26329023
4197,2,1,3,49,4.65,22667914
2250,1,2,1,23,3.02,12301964
665,1,3,2,26,3.99,5775895
1974,4,2,2,29,8.95,14305366
4831,5,3,1,14,2.25,27086202
4794,2,1,2,46,4.99,24784225
2846,4,4,1,8,3.8,17887613
862,2,2,2,45,1.69,3825255
3862,5,4,3,36,1.87,22074182
2789,2,4,3,29,8.06,17796136
1072,3,4,3,48,8.67,9249751
2337,4,3,1,14,7.67,15923933
3723,1,3,3,19,5.85,22099368
2867,2,4,3,48,7.95,16200711
1873,4,1,3,24,2.37,11011428
3994,4,1,1,8,8.02,25505531
3591,2,4,2,44,4.81,19548913
1546,1,2,1,21,7.75,11026303
4019,1,2,1,12,3.05,20982538
4139,2,3,3,36,8.49,25117713
659,4,2,2,27,6.11,6660633
2676,1,1,3,13,1.07,15268028
3309,2,4,3,29,5.67,19369416
3293,2,2,1,38,3.79,16990537
1262,2,4,1,4,1.52,9474376
3932,4,2,1,11,5.03,23569183
2127,1,3,3,34,3.8,12357290
1913,4,1,2,40,2.84,10599897
1940,3,3,2,41,4.14,12203209
2516,1,4,3,0,2.62,14756730
4612,4,1,2,45,3.7,24890942
677,1,1,3,0,2.04,5053524
4514,3,3,2,41,1.76,23753692
4585,5,2,3,42,9.19,28347163
669,2,3,2,19,9.12,8022950
2496,4,4,1,33,8.45,16816822
4047,3,2,1,33,3.07,21505290
951,3,3,1,23,7.53,8688341
1069,1,3,1,27,6.31,7847511
2721,1,2,3,10,1.46,15350012
1080,2,2,2,7,9.1,10346948
2016,1,2,3,34,9.98,13937491
4283,4,3,1,40,7.38,24535832
1611,4,2,2,15,3.08,10874052
3659,4,2,3,15,5.99,22471573
822,5,2,1,41,1.98,6233178
821,4,1,2,5,3.69,8327136
2620,1,4,2,19,7.46,17197412
1235,1,2,1,10,3.71,8286814
2530,4,4,1,7,2.32,16051756
4340,3,2,2,19,1.07,22869061
4883,3,2,1,31,6.15,26997964
3997,3,1,3,32,9.72,24350910
3137,2,1,1,5,5.36,18697231
4383,5,2,1,27,2.91,23957073
2761,4,2,1,7,5.17,17540220
3543,2,2,2,13,6.42,22575938
3659,3,4,2,2,8.21,24065540
985,4,2,1,1,5.07,8288116
2460,2,4,2,21,2.56,14571596
4288,1,1,1,32,2.69,22294557
4366,3,4,3,42,9.1,25989776
1867,2,2,2,20,3.13,11691779
338,1,1,1,5,7.55,5325076
2844,3,3,2,39,3.42,15865439
1556,5,1,3,6,7.49,13082102
3290,3,3,3,5,1.71,18989986
2496,5,4,1,49,2.87,13653253
3768,5,1,2,43,4.68,21100674
3008,5,1,3,7,5.64,19710731
601,4,1,2,23,4.18,4325669
946,4,4,1,26,6.16,8286358
2059,5,2,3,27,3.93,13225048
4651,1,4,3,4,7.11,28039877
897,5,1,2,18,5.6,8735407
961,2,2,3,8,7.35,9138952
4630,5,1,1,24,4.88,26542553
1668,4,1,1,43,8.89,11107559
2881,4,3,3,46,4.44,17301489
4168,2,1,1,44,3.77,21572605
3837,2,4,3,12,6.01,22586105
4608,3,4,3,36,5.58,26419904
4858,1,4,3,1,5.66,28421427
582,1,2,3,39,8.17,6796180
3978,1,3,2,13,6.3,24258239
1786,4,3,3,30,8.97,14212020
4382,1,1,1,5,6.57,23998643
4483,3,1,2,24,1.2,23481494
760,3,3,1,38,8.83,8216620
2625,1,2,3,45,8.56,16369326
4054,2,4,1,30,1.44,20934823
2768,3,1,2,37,2.13,14689788
2024,2,3,1,15,6.01,13921147
1676,4,2,2,26,1.39,9239068
3043,3,4,3,29,4.7,17541352
814,2,1,3,3,9.78,10800440
1002,1,4,1,38,2.55,5726119
1953,4,4,1,15,2.85,11850109
2366,5,3,3,35,7.09,15619690
322,5,3,3,6,1.4,5082546
2760,1,4,1,20,8.39,18303623
1604,4,4,3,1,2.79,11706655
3600,4,1,2,7,5.78,21563560
661,4,2,2,41,3.24,5386549
4027,4,2,1,26,6.93,23384636
1584,5,4,1,1,6.28,13205478
814,2,3,3,5,9.52,10113714
748,4,2,3,3,5.01,7901062
2155,2,4,2,20,8.87,16526185
3862,4,3,1,0,6.18,23805897
2820,3,1,1,37,9.23,17508014
3381,3,2,1,11,3.63,19559324
1728,3,1,1,26,5.95,11151630
4267,4,3,2,13,4.51,25631413
1222,2,4,2,14,1.59,8071789
3437,5,1,1,23,6.17,22280449
2459,1,4,2,17,8.15,16655726
2847,5,2,1,16,6.01,18498677
3279,4,1,2,8,3.51,18815944
2581,3,2,3,46,3.37,13913739
2949,3,2,2,17,3.14,17593058
613,2,2,1,17,9.82,8065593
2913,4,2,3,4,4.59,18220201
3383,5,2,1,47,3.85,18424522
2556,4,3,3,8,4.77,15432099
1337,4,1,3,34,2.04,7755591
3789,3,4,2,43,2.76,21262971
2934,5,4,2,45,5.58,17868636
4283,1,3,3,0,8.19,27102193
2078,3,4,3,40,8.89,13753881
4195,5,4,3,8,8.79,27388912
1424,2,4,1,31,9.5,11361477
997,3,1,2,19,2.13,6475912
2479,2,4,1,12,1.37,14277682
1704,3,1,2,39,1.95,8986430
1343,4,4,1,10,6.41,10846042
2229,5,4,2,45,6.01,14466264
1313,2,1,3,47,7.04,9218046
526,3,3,3,42,4.34,4325089
2128,2,4,2,41,4.52,12230094
2323,3,2,3,25,5.91,15382050
2752,3,2,3,39,1.71,14768401
2385,1,3,1,10,8.2,16080610
4583,1,2,2,24,9.31,26988284
1380,1,1,3,39,4.49,9226796
2620,2,4,2,24,7.66,17738858
3490,4,4,1,19,5.94,22387926
2930,3,4,2,41,3.12,16715886
2863,5,4,1,48,1.61,15127749
3592,1,2,1,10,3.21,19873013
4921,2,2,1,43,6.44,26302900
